Date,Time (GMT),Highest,MHHW (ft),MHW (ft),MSL (ft),MTL (ft),MLW (ft),MLLW (ft),Lowest (ft),Inf
4/1/1940,0:00,5.299,4.14,3.95,3.451,3.491,3.031,2.68,1.099,0
5/1/1940,0:00,4.701,4.19,4.029,3.52,3.56,3.1,2.71,1.499,0
6/1/1940,0:00,5.098,4.409,4.268,3.77,3.829,3.389,2.91,2.402,0
7/1/1940,0:00,4.6,4.239,4.131,3.609,3.681,3.219,2.71,1.9,0
8/1/1940,0:00,4.902,4.259,4.15,3.652,3.711,3.271,2.822,2.001,0
9/1/1940,0:00,6.299,4.97,4.879,4.459,4.501,4.131,3.799,2.9,0
10/1/1940,0:00,5.499,4.81,4.711,4.291,4.321,3.921,3.589,2.3,0
11/1/1940,0:00,6.201,4.76,4.619,4.17,4.19,3.76,3.35,2.201,0
12/1/1940,0:00,5.499,4.751,4.58,4.091,4.14,3.711,3.271,1.699,0
1/1/1941,0:00,4.902,4.321,4.219,3.76,3.799,3.379,2.959,2.001,0
2/1/1941,0:00,5.299,4.121,3.97,3.52,3.54,3.11,2.749,1.9,0
3/1/1941,0:00,5.801,4.111,3.97,3.481,3.54,3.1,2.769,1.401,0
4/1/1941,0:00,5.2,4.521,4.409,3.96,3.98,3.56,3.179,2.3,0
5/1/1941,0:00,5.4,4.721,4.59,4.14,4.19,3.789,3.36,2.201,0
6/1/1941,0:00,5.499,4.58,4.459,3.999,4.049,3.638,3.179,2.7,0
7/1/1941,0:00,4.902,4.341,4.249,3.789,3.848,3.451,3.018,2.5,0
8/1/1941,0:00,4.8,4.14,4.072,3.629,3.671,3.271,2.841,2.1,0
9/1/1941,0:00,9.101,5.62,5.509,5.089,5.141,4.77,4.409,2.999,0
10/1/1941,0:00,5.899,5.2,5.098,4.701,4.721,4.35,4.009,2.999,0
11/1/1941,0:00,5.801,4.678,4.551,4.081,4.14,3.72,3.301,1.9,0
12/1/1941,0:00,5.5,4.72,4.56,4.11,4.16,3.77,3.29,2.4,0
1/1/1942,0:00,5.098,4.14,3.94,3.461,3.501,3.071,2.641,1.201,0
2/1/1942,0:00,5.499,4.37,4.19,3.75,3.76,3.34,2.969,1.499,0
3/1/1942,0:00,5.299,4.029,3.881,3.399,3.419,2.969,2.559,0.4,0
4/1/1942,0:00,6.201,4.79,4.649,4.209,4.239,3.819,3.471,1.699,0
5/1/1942,0:00,5.499,4.879,4.751,4.301,4.341,3.93,3.481,2.799,0
6/1/1942,0:00,5.2,4.77,4.61,4.15,4.18,3.74,3.261,2.7,0
7/1/1942,0:00,5,4.57,4.459,3.999,4.049,3.638,3.14,2.598,0
8/1/1942,0:00,9.301,4.902,4.77,4.311,4.36,3.94,3.57,2.598,0
9/1/1942,0:00,5.699,5.112,5.01,4.58,4.639,4.259,3.891,2.999,0
10/1/1942,0:00,5.6,4.82,4.741,4.311,4.36,3.99,3.619,2.7,0
11/1/1942,0:00,5.299,4.81,4.669,4.219,4.301,3.921,3.53,2.3,0
12/1/1942,0:00,5.4,4.36,4.16,3.681,3.74,3.31,2.871,1.601,0
1/1/1943,0:00,6.201,4.259,4.111,3.589,3.661,3.209,2.759,1.699,0
2/1/1943,0:00,4.8,4.17,4.029,3.55,3.599,3.159,2.779,1.299,0
3/1/1943,0:00,5.299,4.57,4.459,3.99,4.039,3.619,3.32,1.601,0
4/1/1943,0:00,5.499,4.721,4.6,4.16,4.199,3.799,3.428,2.9,0
5/1/1943,0:00,5.699,4.941,4.79,4.331,4.38,3.96,3.589,2.799,0
6/1/1943,0:00,5.801,4.931,4.829,4.38,4.429,4.029,3.53,2.402,0
10/1/1943,0:00,6.001,4.888,4.79,4.39,4.439,4.091,3.74,3.1,0
11/1/1943,0:00,5.899,4.649,4.511,4.039,4.101,3.681,3.219,1.601,0
12/1/1943,0:00,5.801,4.482,4.311,3.819,3.881,3.461,3.018,1.801,0
1/1/1944,0:00,5.6,4.409,4.19,3.711,3.75,3.31,2.871,1.401,0
2/1/1944,0:00,5.699,4.469,4.321,3.819,3.871,3.451,3.018,1.9,0
3/1/1944,0:00,5.6,4.721,4.61,4.16,4.209,3.799,3.451,2.1,0
4/1/1944,0:00,5.899,4.99,4.888,4.429,4.482,4.072,3.711,2.7,0
5/1/1944,0:00,6.401,5.322,5.2,4.741,4.79,4.39,3.96,3.199,0
6/1/1944,0:00,5.6,5.039,4.921,4.491,4.551,4.18,3.701,2.999,0
7/1/1944,0:00,5.098,4.531,4.459,3.999,4.072,3.681,3.199,2.799,0
8/1/1944,0:00,5.4,4.58,4.482,4.019,4.091,3.691,3.241,2.598,0
9/1/1944,0:00,7.001,4.98,4.902,4.469,4.531,4.16,3.789,2.9,0
10/1/1944,0:00,5.299,4.82,4.76,4.36,4.419,4.081,3.74,3.1,0
11/1/1944,0:00,5.699,4.97,4.78,4.311,4.37,3.96,3.53,2.402,0
12/1/1944,0:00,6.099,4.209,4.039,3.54,3.589,3.13,2.612,1.099,0
1/1/1945,0:00,5.4,4.311,4.15,3.652,3.72,3.281,2.779,1.201,0
2/1/1945,0:00,4.8,4.268,4.16,3.681,3.74,3.32,2.94,1.601,0
3/1/1945,0:00,5.699,4.649,4.521,4.111,4.14,3.75,3.399,1.699,0
4/1/1945,0:00,6.601,5.41,5.289,4.82,4.859,4.429,4.039,2.7,0
5/1/1945,0:00,6.201,4.961,4.849,4.36,4.449,4.049,3.56,2.799,0
6/1/1945,0:00,6.401,5.089,4.98,4.511,4.56,4.15,3.691,2.9,0
7/1/1945,0:00,5.699,4.741,4.639,4.19,4.249,3.862,3.389,2.598,0
8/1/1945,0:00,6.499,5,4.911,4.439,4.521,4.121,3.629,2.7,0
9/1/1945,0:00,5.801,5.22,5.161,4.741,4.81,4.459,4.058,3.301,0
10/1/1945,0:00,6.201,5.331,5.22,4.82,4.879,4.531,4.14,2.1,0
11/1/1945,0:00,5.6,4.902,4.741,4.321,4.36,3.97,3.56,2.3,0
12/1/1945,0:00,5.801,4.511,4.321,3.848,3.901,3.471,3.081,1.201,0
1/1/1946,0:00,6.299,4.56,4.331,3.809,3.881,3.419,2.881,1.099,0
2/1/1946,0:00,5,4.409,4.301,3.848,3.901,3.501,3.1,0.64,0
3/1/1946,0:00,5.801,4.59,4.482,4.049,4.081,3.691,3.33,2.5,0
4/1/1946,0:00,5.098,4.531,4.429,3.98,4.039,3.652,3.271,2.598,0
5/1/1946,0:00,6.299,5.18,5.089,4.61,4.669,4.249,3.789,2.999,0
6/1/1946,0:00,6.001,5.19,5.089,4.61,4.692,4.291,3.701,2.5,0
7/1/1946,0:00,4.902,4.311,4.219,3.73,3.809,3.399,2.861,2.001,0
8/1/1946,0:00,5.098,4.521,4.439,4.019,4.072,3.701,3.261,2.799,0
9/1/1946,0:00,6.099,5.24,5.171,4.721,4.8,4.439,4.019,3.301,0
10/1/1946,0:00,6.601,5.43,5.341,4.911,4.98,4.619,4.219,3.301,0
11/1/1946,0:00,7.3,5.571,5.42,4.941,5.02,4.619,4.17,3.199,0
12/1/1946,0:00,6.099,4.911,4.77,4.321,4.39,4.009,3.53,2.001,0
1/1/1947,0:00,5.2,4.57,4.449,3.99,4.049,3.652,3.159,1.9,0
2/1/1947,0:00,5.098,4.38,4.229,3.76,3.799,3.379,2.93,1.499,0
3/1/1947,0:00,5.699,4.449,4.291,3.829,3.881,3.481,2.989,2.001,0
4/1/1947,0:00,5.6,4.731,4.619,4.18,4.219,3.819,3.379,2.598,0
5/1/1947,0:00,7.3,4.99,4.829,4.321,4.39,3.95,3.491,2.201,0
6/1/1947,0:00,6.001,4.869,4.751,4.301,4.36,3.97,3.419,2.799,0
7/1/1947,0:00,5.098,4.58,4.501,4.039,4.121,3.74,3.179,1.699,0
8/1/1947,0:00,6.601,5.089,5.01,4.56,4.619,4.239,3.76,2.9,0
9/1/1947,0:00,5.801,4.97,4.859,4.469,4.521,4.19,3.789,3.199,0
10/1/1947,0:00,6.001,5.03,4.951,4.521,4.6,4.239,3.829,3.1,0
11/1/1947,0:00,6.201,5.289,5.089,4.57,4.649,4.209,3.701,2.201,0
12/1/1947,0:00,6.299,4.941,4.741,4.239,4.321,3.891,3.379,1.9,0
1/1/1948,0:00,5.499,4.459,4.291,3.829,3.881,3.471,3.009,1.499,0
2/1/1948,0:00,5.699,4.541,4.419,3.95,4.009,3.599,3.11,1.699,0
3/1/1948,0:00,5.801,5.112,5.02,4.57,4.639,4.249,3.809,2.799,0
4/1/1948,0:00,6.201,5.089,5.01,4.551,4.619,4.239,3.76,2.9,0
5/1/1948,0:00,5.899,5,4.911,4.459,4.531,4.15,3.681,2.9,0
6/1/1948,0:00,5.098,4.721,4.6,4.121,4.209,3.819,3.291,2.201,0
7/1/1948,0:00,5.4,4.78,4.711,4.259,4.341,3.97,3.428,2.999,0
8/1/1948,0:00,5.899,4.849,4.78,4.311,4.4,4.019,3.501,2.799,0
9/1/1948,0:00,6.099,5.42,5.341,4.888,4.97,4.6,4.17,3.301,0
10/1/1948,0:00,5.6,5.269,5.18,4.76,4.829,4.482,4.058,3.501,0
11/1/1948,0:00,5.801,4.961,4.81,4.291,4.38,3.94,3.428,1.001,0
12/1/1948,0:00,5.299,4.639,4.482,3.97,4.058,3.629,3.071,1.201,0
1/1/1949,0:00,5.098,4.58,4.482,3.99,4.072,3.652,3.12,2.201,0
2/1/1949,0:00,5.4,4.869,4.78,4.321,4.39,4.009,3.56,2.402,0
3/1/1949,0:00,6.699,5.171,5.059,4.58,4.649,4.239,3.829,2.201,0
4/1/1949,0:00,5.801,4.869,4.751,4.259,4.331,3.911,3.451,2.3,0
5/1/1949,0:00,5.801,5.039,4.961,4.501,4.58,4.199,3.671,2.9,0
6/1/1949,0:00,5.499,4.951,4.859,4.37,4.469,4.072,3.501,2.999,0
7/1/1949,0:00,5.299,4.669,4.61,4.16,4.239,3.871,3.34,2.799,0
8/1/1949,0:00,5.098,4.6,4.551,4.081,4.16,3.77,3.251,2.3,0
9/1/1949,0:00,6.099,5.331,5.279,4.839,4.921,4.56,4.111,3.1,0
10/1/1949,0:00,8.799,5.791,5.669,5.2,5.269,4.879,4.409,2.598,0
11/1/1949,0:00,5.499,4.629,4.511,4.049,4.131,3.75,3.261,2.3,0
12/1/1949,0:00,6.001,5.098,4.97,4.501,4.57,4.18,3.671,2.5,0
1/1/1950,0:00,6.001,5.141,5.059,4.57,4.659,4.259,3.701,2.9,0
2/1/1950,0:00,6.099,4.879,4.8,4.35,4.4,4.009,3.55,2.201,0
3/1/1950,0:00,5.899,5.02,4.902,4.429,4.491,4.081,3.671,2.5,0
4/1/1950,0:00,6.299,5.24,5.141,4.678,4.751,4.36,3.901,3.1,0
5/1/1950,0:00,6.201,5.112,4.961,4.419,4.501,4.029,3.481,2.7,0
6/1/1950,0:00,6.401,4.961,4.839,4.341,4.419,3.999,3.399,2.201,0
7/1/1950,0:00,5.299,4.721,4.639,4.18,4.259,3.871,3.31,2.799,0
8/1/1950,0:00,6.401,4.941,4.902,4.469,4.551,4.199,3.78,2.999,0
9/1/1950,0:00,6.401,5.289,5.21,4.79,4.869,4.531,4.081,3.399,0
10/1/1950,0:00,6.699,5.299,5.249,4.81,4.879,4.511,4.049,3.301,0
11/1/1950,0:00,5.299,4.701,4.58,4.081,4.16,3.73,3.232,2.201,0
12/1/1950,0:00,5.2,4.551,4.4,3.901,3.98,3.55,2.989,1.699,0
1/1/1951,0:00,5.299,4.521,4.36,3.862,3.921,3.491,2.999,1.9,0
2/1/1951,0:00,5,4.38,4.311,3.809,3.901,3.481,3.018,1.801,0
3/1/1951,0:00,5.801,4.629,4.521,4.019,4.081,3.652,3.15,1.499,0
4/1/1951,0:00,5.2,4.56,4.4,3.95,3.99,3.579,3.081,1.9,0
5/1/1951,0:00,5.6,4.849,4.701,4.219,4.281,3.871,3.34,2.3,0
6/1/1951,0:00,5.098,4.659,4.521,4.009,4.091,3.661,3.061,2.1,0
7/1/1951,0:00,5,4.551,4.449,3.94,4.039,3.638,3.041,2.402,0
8/1/1951,0:00,5.299,4.58,4.482,3.999,4.091,3.701,3.159,2.402,0
9/1/1951,0:00,5.801,5.089,5,4.541,4.619,4.229,3.809,2.999,0
10/1/1951,0:00,5.801,5.18,5.079,4.639,4.721,4.36,3.911,3.1,0
11/1/1951,0:00,5.899,4.79,4.619,4.081,4.18,3.73,3.159,1.699,0
12/1/1951,0:00,5.899,4.961,4.78,4.249,4.311,3.848,3.281,1.401,0
1/1/1952,0:00,5.899,4.829,4.678,4.209,4.249,3.819,3.379,1.801,0
2/1/1952,0:00,6.099,4.619,4.419,3.96,4.009,3.609,3.15,1.9,0
3/1/1952,0:00,5.499,4.911,4.77,4.321,4.37,3.97,3.501,2.3,0
4/1/1952,0:00,5.499,4.619,4.491,4.019,4.091,3.681,3.179,2.001,0
5/1/1952,0:00,5.699,4.81,4.711,4.249,4.331,3.95,3.442,2.3,0
6/1/1952,0:00,5.699,4.701,4.61,4.14,4.229,3.848,3.31,2.598,0
7/1/1952,0:00,6.801,4.98,4.902,4.419,4.511,4.121,3.57,2.7,0
8/1/1952,0:00,5.801,4.619,4.551,4.058,4.15,3.75,3.199,2.7,0
9/1/1952,0:00,6.601,5.299,5.24,4.79,4.869,4.501,4.049,2.799,0
10/1/1952,0:00,5.2,4.692,4.61,4.15,4.219,3.829,3.389,2.799,0
11/1/1952,0:00,5.6,4.731,4.6,4.101,4.19,3.789,3.251,2.3,0
12/1/1952,0:00,5.098,4.6,4.449,3.93,4.009,3.57,3.018,1.299,0
1/1/1953,0:00,5.3,4.131,3.96,3.419,3.5,3.041,2.5,0.5,0
2/1/1953,0:00,5.3,4.6,4.491,3.97,4.049,3.599,3.14,2.1,0
3/1/1953,0:00,5.1,4.649,4.551,4.101,4.14,3.73,3.32,2.7,0
4/1/1953,0:00,6.6,4.951,4.81,4.331,4.4,3.99,3.501,2.6,0
5/1/1953,0:00,5.9,5.19,5.098,4.59,4.692,4.268,3.691,2.9,0
6/1/1953,0:00,6.2,5.2,5.098,4.61,4.692,4.291,3.72,3.1,0
7/1/1953,0:00,5.4,4.678,4.59,4.111,4.19,3.799,3.271,2.3,0
8/1/1953,0:00,5.7,4.741,4.639,4.199,4.249,3.871,3.379,2.5,0
9/1/1953,0:00,6.099,5.21,5.121,4.659,4.76,4.39,3.94,3.1,0
10/1/1953,0:00,5.899,5.089,5,4.57,4.629,4.259,3.839,2.7,0
11/1/1953,0:00,6.001,4.731,4.57,4.101,4.17,3.76,3.301,2.1,0
12/1/1953,0:00,5.899,4.58,4.4,3.891,3.97,3.53,2.959,1.499,0
1/1/1954,0:00,5,4.439,4.321,3.809,3.901,3.471,2.92,1.401,0
2/1/1954,0:00,5.098,4.259,4.18,3.72,3.78,3.379,2.91,2.001,0
3/1/1954,0:00,4.902,4.491,4.4,3.911,3.98,3.57,3.14,2.001,0
4/1/1954,0:00,5.899,4.659,4.551,4.111,4.15,3.75,3.31,2.001,0
5/1/1954,0:00,6.201,4.99,4.849,4.37,4.429,4.009,3.442,2.001,0
6/1/1954,0:00,5.2,4.659,4.56,4.072,4.16,3.75,3.14,2.1,0
7/1/1954,0:00,5,4.321,4.229,3.701,3.789,3.35,2.789,2.1,0
8/1/1954,0:00,5.299,4.511,4.449,3.999,4.081,3.701,3.241,2.598,0
9/1/1954,0:00,6.099,5.22,5.171,4.76,4.81,4.449,4.029,3.399,0
10/1/1954,0:00,6.099,5.19,5.079,4.639,4.678,4.291,3.862,2.3,0
11/1/1954,0:00,6.099,4.659,4.459,3.999,4.058,3.652,3.15,2.1,0
12/1/1954,0:00,5.299,4.029,3.891,3.409,3.451,3.009,2.48,1.099,0
1/1/1955,0:00,5,4.291,4.17,3.661,3.73,3.301,2.759,0.801,0
2/1/1955,0:00,6.001,4.61,4.511,4.019,4.081,3.652,3.179,1.699,0
3/1/1955,0:00,5.4,4.531,4.409,3.921,3.97,3.52,3.031,1.601,0
4/1/1955,0:00,5.6,4.859,4.741,4.281,4.331,3.93,3.51,2.7,0
5/1/1955,0:00,6.601,4.859,4.741,4.291,4.331,3.93,3.442,2.7,0
6/1/1955,0:00,5.499,4.8,4.721,4.239,4.331,3.93,3.399,2.9,0
7/1/1955,0:00,5.299,4.829,4.77,4.301,4.38,3.99,3.481,2.598,0
8/1/1955,0:00,5.4,4.701,4.649,4.199,4.268,3.891,3.419,2.7,0
9/1/1955,0:00,5.6,5.269,5.21,4.8,4.849,4.491,4.121,3.599,0
10/1/1955,0:00,6.001,5,4.902,4.459,4.521,4.14,3.711,2.799,0
11/1/1955,0:00,5.6,4.99,4.859,4.4,4.459,4.058,3.56,2.402,0
12/1/1955,0:00,6.001,4.639,4.511,3.999,4.049,3.599,3.081,1.9,0
1/1/1956,0:00,5.699,4.429,4.301,3.799,3.862,3.419,2.959,2.001,0
2/1/1956,0:00,5.299,4.482,4.38,3.911,3.96,3.54,3.15,2.201,0
3/1/1956,0:00,5.4,4.619,4.511,4.058,4.101,3.681,3.241,1.401,0
4/1/1956,0:00,5.801,4.879,4.731,4.239,4.281,3.839,3.369,1.601,11
5/1/1956,0:00,5.6,4.97,4.839,4.35,4.4,3.96,3.471,2.7,11
6/1/1956,0:00,5.699,4.849,4.741,4.268,4.341,3.93,3.419,2.1,0
7/1/1956,0:00,4.701,4.259,4.16,3.691,3.76,3.35,2.831,2.201,0
8/1/1956,0:00,4.902,4.541,4.469,3.97,4.039,3.619,3.14,2.598,0
9/1/1956,0:00,6.401,5.23,5.131,4.701,4.76,4.38,3.96,2.9,0
10/1/1956,0:00,5.6,5.059,4.951,4.541,4.56,4.18,3.848,2.799,0
11/1/1956,0:00,5.6,4.78,4.58,4.081,4.14,3.701,3.232,1.801,0
12/1/1956,0:00,5,4.16,4.019,3.55,3.579,3.15,2.621,1.099,0
1/1/1957,0:00,4.902,4.341,4.229,3.78,3.829,3.428,2.979,1.9,0
2/1/1957,0:00,6.299,4.639,4.531,4.072,4.111,3.701,3.35,2.5,0
3/1/1957,0:00,6.001,4.482,4.36,3.871,3.93,3.491,3.11,1.499,0
4/1/1957,0:00,5.801,5.059,4.941,4.501,4.541,4.14,3.74,2.3,0
5/1/1957,0:00,5.801,5.361,5.22,4.78,4.82,4.429,3.921,2.999,0
6/1/1957,0:00,9.8,5.561,5.371,4.879,4.931,4.501,3.999,2.9,0
7/1/1957,0:00,5.299,4.692,4.61,4.229,4.249,3.881,3.442,2.9,0
8/1/1957,0:00,5.801,4.902,4.839,4.429,4.491,4.14,3.701,2.9,0
9/1/1957,0:00,6.201,5.371,5.299,4.888,4.931,4.57,4.199,3.599,0
10/1/1957,0:00,6.699,5.341,5.259,4.859,4.911,4.56,4.219,2.9,0
11/1/1957,0:00,6.401,5.322,5.161,4.711,4.77,4.38,3.99,2.1,0
12/1/1957,0:00,5.4,4.619,4.429,3.94,3.99,3.55,3.14,1.601,0
1/1/1958,0:00,6.299,4.678,4.61,3.999,4.111,3.609,3.15,1.699,0
2/1/1958,0:00,5.299,4.482,4.331,3.809,3.881,3.428,2.999,1.499,0
3/1/1958,0:00,5.4,4.56,4.469,4.029,4.072,3.671,3.281,2.5,0
4/1/1958,0:00,5.699,4.79,4.692,4.239,4.281,3.881,3.51,2.799,0
5/1/1958,0:00,5.6,4.879,4.78,4.36,4.4,4.019,3.56,2.3,0
6/1/1958,0:00,5.499,4.961,4.839,4.409,4.459,4.091,3.599,2.999,0
7/1/1958,0:00,5.2,4.82,4.741,4.331,4.39,4.04,3.57,2.799,0
8/1/1958,0:00,5.098,4.629,4.56,4.16,4.219,3.871,3.491,2.9,0
9/1/1958,0:00,7.201,5.65,5.581,5.19,5.22,4.849,4.56,3.701,0
10/1/1958,0:00,6.499,5.65,5.561,5.18,5.22,4.888,4.541,3.901,0
11/1/1958,0:00,5.699,5.22,5.121,4.701,4.76,4.39,3.97,2.799,0
12/1/1958,0:00,5.2,4.678,4.56,4.131,4.16,3.75,3.31,2.001,0
1/1/1959,0:00,5.499,4.6,4.419,3.98,3.999,3.579,3.15,1.801,0
2/1/1959,0:00,5.299,4.77,4.692,4.219,4.259,3.829,3.442,2.598,0
3/1/1959,0:00,5.299,4.649,4.511,4.029,4.049,3.589,3.199,1.499,0
4/1/1959,0:00,5.499,4.911,4.78,4.341,4.39,3.99,3.589,2.5,0
5/1/1959,0:00,5.899,5.269,5.171,4.731,4.77,4.37,3.93,3.199,0
6/1/1959,0:00,5.801,5.141,5.03,4.6,4.649,4.281,3.78,3.199,0
7/1/1959,0:00,6.299,4.859,4.76,4.311,4.37,3.98,3.501,2.598,0
8/1/1959,0:00,6.201,5.112,5.039,4.619,4.639,4.249,3.839,2.999,0
9/1/1959,0:00,6.099,5.24,5.171,4.81,4.829,4.501,4.19,3.301,0
10/1/1959,0:00,6.099,5.269,5.21,4.8,4.839,4.469,4.15,3.301,0
11/1/1959,0:00,5.6,4.82,4.649,4.19,4.249,3.848,3.442,1.801,0
12/1/1959,0:00,6.499,4.711,4.491,4.009,4.081,3.671,3.209,1.9,0
1/1/1960,0:00,6.001,4.721,4.56,4.111,4.14,3.72,3.291,1.601,0
2/1/1960,0:00,5.6,4.669,4.521,4.009,4.039,3.55,3.241,1.001,0
3/1/1960,0:00,5.499,4.57,4.491,4.072,4.121,3.76,3.409,2.402,0
4/1/1960,0:00,5.899,4.78,4.659,4.219,4.249,3.839,3.471,2.598,0
5/1/1960,0:00,5.6,4.849,4.731,4.291,4.301,3.881,3.491,2.1,0
6/1/1960,0:00,5.801,4.869,4.77,4.321,4.38,3.99,3.52,2.799,0
7/1/1960,0:00,5,4.692,4.61,4.19,4.239,3.862,3.399,2.9,0
8/1/1960,0:00,5.499,5.049,4.97,4.501,4.58,4.18,3.77,2.999,0
9/1/1960,0:00,5.801,5.269,5.19,4.76,4.82,4.439,4.091,3.199,0
10/1/1960,0:00,6.001,5.121,5,4.58,4.619,4.229,3.881,2.999,0
11/1/1960,0:00,5.699,5.039,4.902,4.449,4.521,4.131,3.73,2.999,0
12/1/1960,0:00,6.299,5.02,4.849,4.36,4.439,4.039,3.661,1.601,0
1/1/1961,0:00,5.299,4.521,4.35,3.848,3.921,3.491,3.018,1.601,0
2/1/1961,0:00,5.499,4.57,4.439,3.999,4.039,3.629,3.35,1.001,0
3/1/1961,0:00,5.6,4.839,4.741,4.341,4.35,3.96,3.619,1.801,0
4/1/1961,0:00,5.699,4.76,4.56,4.17,4.17,3.78,3.451,2.001,0
5/1/1961,0:00,5.801,5.089,4.941,4.482,4.511,4.081,3.619,3.1,0
6/1/1961,0:00,6.601,4.911,4.79,4.37,4.38,3.97,3.428,2.9,0
7/1/1961,0:00,5.499,5.039,4.941,4.501,4.56,4.18,3.701,3.199,0
8/1/1961,0:00,5.801,5.112,5.049,4.649,4.701,4.341,3.97,2.999,0
9/1/1961,0:00,12.7,6.391,6.26,5.801,5.879,5.489,4.879,3.799,0
10/1/1961,0:00,6.001,5.361,5.299,4.879,4.941,4.58,4.199,3.701,0
11/1/1961,0:00,6.801,5.4,5.22,4.8,4.839,4.469,4.049,2.3,0
12/1/1961,0:00,6.099,5.03,4.859,4.459,4.482,4.111,3.701,2.3,0
1/1/1962,0:00,5.098,4.259,4.19,3.701,3.74,3.281,2.851,-0.2,0
2/1/1962,0:00,5.699,4.78,4.659,4.209,4.239,3.819,3.442,2.3,0
3/1/1962,0:00,6.201,4.961,4.879,4.4,4.419,3.95,3.681,2.402,0
4/1/1962,0:00,6.499,5.059,4.951,4.429,4.482,4.009,3.701,3.199,0
5/1/1962,0:00,6.299,5.098,5.098,4.521,4.619,4.131,3.74,2.9,0
6/1/1962,0:00,5.801,5.059,4.99,4.482,4.482,3.96,3.609,3.1,0
7/1/1962,0:00,5.2,4.541,4.469,3.97,3.999,3.52,3.12,2.5,0
8/1/1962,0:00,5.699,4.829,4.8,4.331,4.409,4.019,3.609,2.9,0
9/1/1962,0:00,5.699,5.24,5.21,4.78,4.76,4.311,4.111,3.501,0
10/1/1962,0:00,5.499,5.049,4.97,4.531,4.531,4.091,3.839,3.1,0
11/1/1962,0:00,6.299,4.79,4.692,4.239,4.259,3.819,3.461,1.699,0
12/1/1962,0:00,5.4,4.629,4.551,4.058,4.058,3.57,3.209,2.1,0
1/1/1963,0:00,5.2,4.619,4.491,4.019,4.058,3.638,3.271,1.9,0
2/1/1963,0:00,5.499,4.409,4.249,3.72,3.77,3.291,2.92,1.801,0
3/1/1963,0:00,5.299,4.619,4.551,4.049,4.081,3.619,3.261,2.1,0
4/1/1963,0:00,5.499,4.931,4.77,4.321,4.341,3.911,3.53,2.7,0
5/1/1963,0:00,5.499,4.77,4.711,4.15,4.219,3.72,3.369,2.799,0
6/1/1963,0:00,5.299,4.76,4.692,4.15,4.17,3.652,3.34,2.5,0
7/1/1963,0:00,5,4.61,4.531,4.029,3.999,3.471,3.199,2.799,0
8/1/1963,0:00,5,4.511,4.469,3.96,3.98,3.491,3.15,2.3,0
9/1/1963,0:00,8.599,5.39,5.269,4.78,4.76,4.259,4.072,3.399,0
10/1/1963,0:00,5.499,5.161,5.112,4.678,4.678,4.239,4.009,3.301,0
11/1/1963,0:00,6.499,5.079,4.921,4.449,4.38,3.839,3.589,1.299,0
12/1/1963,0:00,5,4.37,4.281,3.74,3.691,3.1,2.779,1.801,0
1/1/1964,0:00,5.4,4.209,4.058,3.55,3.53,3.009,2.641,0.2,0
2/1/1964,0:00,5.801,4.459,4.239,3.652,3.711,3.179,2.749,1.601,0
3/1/1964,0:00,5.6,4.629,4.531,4.019,4.081,3.629,3.291,1.699,0
4/1/1964,0:00,5.499,4.902,4.839,4.321,4.291,3.74,3.461,2.7,0
5/1/1964,0:00,5.699,5.079,5.069,4.482,4.459,3.848,3.599,2.799,0
6/1/1964,0:00,5.699,4.829,4.741,4.249,4.14,3.54,3.33,2.9,0
7/1/1964,0:00,5.6,4.59,4.531,4.019,4.029,3.52,3.15,2.201,0
8/1/1964,0:00,5.6,4.902,4.859,4.331,4.311,3.75,3.481,2.598,0
9/1/1964,0:00,6.401,5.351,5.308,4.879,4.82,4.331,4.049,3.301,0
10/1/1964,0:00,7.001,5.151,5.01,4.57,4.491,3.97,3.789,2.402,0
11/1/1964,0:00,5.499,4.941,4.902,4.419,4.409,3.911,3.629,2.5,0
12/1/1964,0:00,6.299,4.951,4.869,4.35,4.36,3.839,3.451,2.001,0
1/1/1965,0:00,5.098,4.59,4.419,3.911,3.99,3.56,3.009,1.299,0
2/1/1965,0:00,5.699,4.82,4.701,4.16,4.259,3.819,3.33,0,0
3/1/1965,0:00,5.499,4.409,4.259,3.77,3.799,3.34,3.009,1.001,0
4/1/1965,0:00,5.299,4.839,4.721,4.268,4.219,3.73,3.53,2.598,0
5/1/1965,0:00,5.899,5.269,5.161,4.619,4.56,3.96,3.711,2.799,0
6/1/1965,0:00,6.299,5.23,5.141,4.61,4.56,3.99,3.652,2.999,0
7/1/1965,0:00,5.6,4.77,4.751,4.15,4.16,3.56,3.169,2.3,0
8/1/1965,0:00,5.4,5,4.951,4.459,4.38,3.819,3.599,3.1,0
9/1/1965,0:00,6.9,5.781,5.689,5.19,5.24,4.79,4.4,3.199,0
10/1/1965,0:00,6.401,5.41,5.269,4.888,4.751,4.229,4.101,3.501,0
11/1/1965,0:00,6.001,5.4,5.361,4.888,4.859,4.37,4.058,3.199,0
12/1/1965,0:00,5.899,5.19,5.2,4.649,4.659,4.131,3.799,2.1,0
1/1/1966,0:00,5.899,4.941,4.81,4.301,4.36,3.921,3.442,2.201,0
2/1/1966,0:00,5.6,4.79,4.692,4.18,4.219,3.76,3.379,1.801,0
3/1/1966,0:00,5.299,4.619,4.491,3.98,3.999,3.52,3.14,0.801,0
4/1/1966,0:00,6.099,5.131,5.03,4.459,4.419,3.819,3.599,2.3,0
